,TweetID,AuthorID,AuthorName,Tweets,arxiv_link,Abstract,Title
0,1404497507774865409,1014263782493818880,Pierre Ablin,"['New paper: Kernel Stein Discrepancy Descent !\n\nA method to sample from unnormalized densities by optimization of the Kernel Stein Discrepancy (KSD)🎯🎯🎯\n\nPaper: <LINK>\n\nWith @Korba_Anna, P-C Aubin &amp; @sjm_majewski \n\nAccepted for a long talk @icmlconf 🍾\n\n1/8🧵👇 <LINK>', 'Kernel Stein Discrepancy is a measure of distances between densities. It is a Maximum Mean Discrepancy (MMD) for a special Kernel, the Stein Kernel.\n\n2/8 https://t.co/B9AZGpafys', ""The Stein Kernel only involves the score s (derivative of the log) of the target distribution.\n\nWe can therefore compute the KSD in the formula above using only the score of the target: unlike most MMD's, we do not need samples.\n\n3/8 https://t.co/4tYJfGAk5v"", 'As a consequence, it is easy to evaluate the KSD between the target and a discrete measure of particles. In order to sample from the target, we can simply optimize this cost function w.r.t. the positions of the particles\n\n4/8 https://t.co/DkeDjpP5ok', 'We then have a simple objective function of the positions of the samples, which can then be minimized using (stochastic) gradient descent or the fast and robust algorithm L-BFGS.\n\nHere, particles reach an equilibrium on a simple Gaussian problem\n\n5/8 https://t.co/ZUEIF7ShxS', 'Yet, we also uncover bad behaviors when the problem is not log-concave : some particles tend to get stuck in spurious local minima, for instance here on a mixture of Gaussian with low variances\n\n6/8 https://t.co/7MMd8DsQvc', 'We give a mathematical analysis for these phenomena, and also show surprising results like lack of exponential convergence.\n\n7/8', 'If you want to try it yourself, we have made a python package:\n\npip install ksddescent\n\nSite: https://t.co/ckGZtfGYWN\nSource: https://t.co/rrrwBE67Ew\n\nIt also features pytorch/numpy code for the awesome SVGD algorithm (https://t.co/L9mJFciENx)\n\n8/8', ""@umutsimsekli @Korba_Anna @sjm_majewski @icmlconf Of course it's here ! \n\nFor Bayesian ICA, KSD descent does not really work, because it is a hard non convex problem with many spurious local minima https://t.co/BB5nfDdJ5l""]",https://arxiv.org/abs/2105.09994,"Among dissimilarities between probability distributions, the Kernel Stein Discrepancy (KSD) has received much interest recently. We investigate the properties of its Wasserstein gradient flow to approximate a target probability distribution $\pi$ on $\mathbb{R}^d$, known up to a normalization constant. This leads to a straightforwardly implementable, deterministic score-based method to sample from $\pi$, named KSD Descent, which uses a set of particles to approximate $\pi$. Remarkably, owing to a tractable loss function, KSD Descent can leverage robust parameter-free optimization schemes such as L-BFGS; this contrasts with other popular particle-based schemes such as the Stein Variational Gradient Descent algorithm. We study the convergence properties of KSD Descent and demonstrate its practical relevance. However, we also highlight failure cases by showing that the algorithm can get stuck in spurious local minima. ",Kernel Stein Discrepancy Descent
1,1403673720259031042,28734416,Sebastian Risi,"['New paper ""Hybrid Encoding For Generating Large Scale Game Level Patterns With Local Variations Using a GAN"". \n\nIdea: First define latent vectors of a GAN with an evolving CPPN to provide overall geometry then evolve latent vectors further to fine-tune.\n<LINK> <LINK>', 'A fun collaboration lead by Jacob Schrum w/ Benjamin Capps, Kirby Steckel, and Vanessa Volz (@CIGbalance)\n\nCode: https://t.co/EDu8G1OkXR', 'This new hybrid approach (CPPNThenDirect2GAN) can cover areas of the space of possible levels that neither the indirect nor direct approach can cover. https://t.co/crYlVqHlck', ""Does it also work for AI researchers' favorite game Mario you ask? Yes, yes it does. https://t.co/qQXcmDNs6h"", '@LouisKirschAI Thanks Louis!']",https://arxiv.org/abs/2105.12960,"Generative Adversarial Networks (GANs) are a powerful indirect genotype-to-phenotype mapping for evolutionary search. Much previous work applying GANs to level generation focuses on fixed-size segments combined into a whole level, but individual segments may not fit together cohesively. In contrast, segments in human designed levels are often repeated, directly or with variation, and organized into patterns (the symmetric eagle in Level 1 of The Legend of Zelda, or repeated pipe motifs in Super Mario Bros). Such patterns can be produced with Compositional Pattern Producing Networks (CPPNs). CPPNs define latent vector GAN inputs as a function of geometry, organizing segments output by a GAN into complete levels. However, collections of latent vectors can also be evolved directly, producing more chaotic levels. We propose a hybrid approach that evolves CPPNs first, but allows latent vectors to evolve later, combining the benefits of both approaches. These approaches are evaluated in Super Mario Bros. and The Legend of Zelda. We previously demonstrated via a Quality-Diversity algorithm that CPPNs better cover the space of possible levels than directly evolved levels. Here, we show that the hybrid approach (1) covers areas that neither of the other methods can, and (2) achieves comparable or superior QD scores. ","Hybrid Encoding For Generating Large Scale Game Level Patterns With
  Local Variations"
2,1402550648000839684,807327556072402945,Machel Reid,"['Our new #ACL2021NLP Findings paper ""LEWIS: Levenshtein Editing for Unsupervised Text Style Transfer"" (w/@hllo_wrld) proposes LEWIS, an edit-based model to transfer style/domains of text in an unsupervised manner.\n\nPaper: <LINK>\nThread: 1/7', ""For many style/domain transfer tasks, we don't have any parallel source/target pairs. How can we overcome this?\n\nPart 2/7"", 'We do so by synthesising data using classifier attention to identify style-specific tokens and a domain-specific generator to replace those SLOTs with domain-specific text.\n\nPart 3/7 https://t.co/2yvoQbW2Ca', 'Using this synthesized data, we learn to edit text using the Levenshtein edit operations with a coarse-grain edit tagger and a fine-grained tagger as shown below:\n\nPart 4/7 https://t.co/b3grbygE1K', 'The full process is shown below:\n\nPart 5/7 https://t.co/GNv1ag1KWG', 'With our method, we show large gains over previous work:\n\nPart 6/8 https://t.co/wSrdaFewc0', 'We also find that editing outperforms generation when given the same synthetic data, however, training with synthetic data using a simple MT model outperforms previous unsupervised methods by a large margin.\n\nPart 7/8 https://t.co/CCkQ94KkY3', 'Finally thank you to @gabriel_ilharco, Edison Marrese-Taylor, @_julianmichael_, @tongshuangwu, @_yutaroyamada, and @LukeZettlemoyer for helpful discussions and feedback!\n\nPart 8/8', '*fine-grained generator']",https://arxiv.org/abs/2105.08206,"Many types of text style transfer can be achieved with only small, precise edits (e.g. sentiment transfer from I had a terrible time... to I had a great time...). We propose a coarse-to-fine editor for style transfer that transforms text using Levenshtein edit operations (e.g. insert, replace, delete). Unlike prior single-span edit methods, our method concurrently edits multiple spans in the source text. To train without parallel style text pairs (e.g. pairs of +/- sentiment statements), we propose an unsupervised data synthesis procedure. We first convert text to style-agnostic templates using style classifier attention (e.g. I had a SLOT time...), then fill in slots in these templates using fine-tuned pretrained language models. Our method outperforms existing generation and editing style transfer methods on sentiment (Yelp, Amazon) and politeness (Polite) transfer. In particular, multi-span editing achieves higher performance and more diverse output than single-span editing. Moreover, compared to previous methods on unsupervised data synthesis, our method results in higher quality parallel style pairs and improves model performance. ",LEWIS: Levenshtein Editing for Unsupervised Text Style Transfer
3,1402382668910796810,20593623,Maggie Makar,"['[1/n] New arXiv paper alert! ML models can take shortcuts, which makes them perform poorly under distribution shift. We used some ideas from causality to get models to use the right signal. W @davisblalock, @packer_ben, Yoni Halpern, &amp; @alexdamour. <LINK> 🧵 <LINK>', '[2/n] Example (based on work by @shiorisagawa, @pangweikoh, et al https://t.co/DwBES7bvzO): Train a ResNet50 to classify water and land birds using a training distribution where most land birds appear on land backgrounds and vice versa. https://t.co/yoinuq4FnG', '[3/n] The bird in the foreground is sufficient to classify the images perfectly, but the model learns to use the background as a shortcut. If the foreground/background correlation changes at test time, performance deteriorates. https://t.co/ux5kRGdoA0', ""[4/n] Addressing this problem automatically is hard. But if you have labels for the shortcut feature at training time, we show that you can enforce certain causal invariances in the model's representation, using weights and an invariance penalty (based on MMD). It works! https://t.co/p3JHWQCXWq"", ""[5/n] Importantly, the penalty reduces the complexity of the model's function space without inducing bias (since we know the causal invariances are true).  In a simple linear case, the invariance penalty limits the weights of the “shortcut” factors https://t.co/jBCqg3lYbd"", '[6/n] Thus, even when there is no shortcut, the method is more data efficient, achieving better performance on balanced data. https://t.co/Q3lPPrPGD3', ""[7/n] We're very excited about this work, but it's just the beginning. Lots of opportunities to use causal formalism to import domain knowledge into ML to improve robustness, efficiency, and trustworthiness! Code coming soon!"", '[7.5/n] work also with Dan Moldovan! #errata']",https://arxiv.org/abs/2105.06422,"Shortcut learning, in which models make use of easy-to-represent but unstable associations, is a major failure mode for robust machine learning. We study a flexible, causally-motivated approach to training robust predictors by discouraging the use of specific shortcuts, focusing on a common setting where a robust predictor could achieve optimal \emph{iid} generalization in principle, but is overshadowed by a shortcut predictor in practice. Our approach uses auxiliary labels, typically available at training time, to enforce conditional independences implied by the causal graph. We show both theoretically and empirically that causally-motivated regularization schemes (a) lead to more robust estimators that generalize well under distribution shift, and (b) have better finite sample efficiency compared to usual regularization schemes, even when no shortcut is present. Our analysis highlights important theoretical properties of training techniques commonly used in the causal inference, fairness, and disentanglement literatures. Our code is available at this https URL ",Causally motivated Shortcut Removal Using Auxiliary Labels
4,1400827497646751747,1400815831018213376,Meng-Hao Guo,['Our new paper uses two linear layers to replace self-attention and builds an all-MLP architecture name EAMLP.  EAMLP achieved 79.4% accuracy on ImageNet and surpassed Performer in some settings! Results and visualizations are as follows. \n\nArXiv: <LINK>. <LINK>'],https://arxiv.org/abs/2105.02358,"Attention mechanisms, especially self-attention, have played an increasingly important role in deep feature representation for visual tasks. Self-attention updates the feature at each position by computing a weighted sum of features using pair-wise affinities across all positions to capture the long-range dependency within a single sample. However, self-attention has quadratic complexity and ignores potential correlation between different samples. This paper proposes a novel attention mechanism which we call external attention, based on two external, small, learnable, shared memories, which can be implemented easily by simply using two cascaded linear layers and two normalization layers; it conveniently replaces self-attention in existing popular architectures. External attention has linear complexity and implicitly considers the correlations between all data samples. We further incorporate the multi-head mechanism into external attention to provide an all-MLP architecture, external attention MLP (EAMLP), for image classification. Extensive experiments on image classification, object detection, semantic segmentation, instance segmentation, image generation, and point cloud analysis reveal that our method provides results comparable or superior to the self-attention mechanism and some of its variants, with much lower computational and memory costs. ","Beyond Self-attention: External Attention using Two Linear Layers for
  Visual Tasks"
5,1400607468191944705,83017144,Santosh Nagarakatte,"['Our Linux kernel patch with a new algorithm for sound and precise multiplication of tnums (an abstract domain in the ebpf verifier) has been upstreamed. See paper at <LINK>. \nSee patch at <LINK>\nJoint work with Hari, Matan, and @ngsrinivas #ebpf']",https://arxiv.org/abs/2105.05398,"Extended Berkeley Packet Filter (BPF) is a language and run-time system that allows non-superusers to extend the Linux and Windows operating systems by downloading user code into the kernel. To ensure that user code is safe to run in kernel context, BPF relies on a static analyzer that proves properties about the code, such as bounded memory access and the absence of operations that crash. The BPF static analyzer checks safety using abstract interpretation with several abstract domains. Among these, the domain of tnums (tristate numbers) is a key domain used to reason about the bitwise uncertainty in program values. This paper formally specifies the tnum abstract domain and its arithmetic operators. We provide the first proofs of soundness and optimality of the abstract arithmetic operators for tnum addition and subtraction used in the BPF analyzer. Further, we describe a novel sound algorithm for multiplication of tnums that is more precise and efficient (runs 33% faster on average) than the Linux kernel's algorithm. Our tnum multiplication is now merged in the Linux kernel. ","Sound, Precise, and Fast Abstract Interpretation with Tristate Numbers"
6,1400548790575124485,4552714514,Kerrie Mengersen,"['Dive into arxiv for our new paper on cool ways to cluster compositional data, applied to the Great Barrier Reef.\n<LINK>\nLed by the talented Luiza Piancastelli, co-authors @NialFriel, @JVercelloni, @MiraAntonietta']",https://arxiv.org/abs/2105.02140,"Relative abundance is a common metric to estimate the composition of species in ecological surveys reflecting patterns of commonness and rarity of biological assemblages. Measurements of coral reef compositions formed by four communities along Australia's Great Barrier Reef (GBR) gathered between 2012 and 2017 are the focus of this paper. We undertake the task of finding clusters of transect locations with similar community composition and investigate changes in clustering dynamics over time. During these years, an unprecedented sequence of extreme weather events (cyclones and coral bleaching) impacted the 58 surveyed locations. The dependence between constituent parts of a composition presents a challenge for existing multivariate clustering approaches. In this paper, we introduce a finite mixture of Dirichlet distributions with group-specific parameters, where cluster memberships are dictated by unobserved latent variables. The inference is carried in a Bayesian framework, where MCMC strategies are outlined to sample from the posterior model. Simulation studies are presented to illustrate the performance of the model in a controlled setting. The application of the model to the 2012 coral reef data reveals that clusters were spatially distributed in similar ways across reefs which indicates a potential influence of wave exposure at the origin of coral reef community composition. The number of clusters estimated by the model decreased from four in 2012 to two from 2014 until 2017. Posterior probabilities of transect allocations to the same cluster substantially increase through time showing a potential homogenization of community composition across the whole GBR. The Bayesian model highlights the diversity of coral reef community composition within a coral reef and rapid changes across large spatial scales that may contribute to undermining the future of the GBR's biodiversity. ","A Bayesian latent allocation model for clustering compositional data
  with application to the Great Barrier Reef"
7,1400342381367541762,153384371,Jonas Schuett,"['I\'m super excited to share with you my new paper ""AI Certification: Advancing Ethical Practice by Reducing Information Asymmetries"" that I wrote together with my amazing colleagues Peter Cihon (@pcihon), Moritz Kleinaltenkamp, and Seth Baum (@SethBaum).\n<LINK>', 'Based on a review of the management literature on certification, we show how AI certification can reduce information asymmetries and incentivize the adoption of AI ethics principles.', 'We also survey the current landscape of AI certification schemes and briefly discuss what all this could mean for future AI systems.', 'The article will appear in IEEE Transactions on Technology and Society: https://t.co/2BKuZeelgC']",https://arxiv.org/abs/2105.10356,"As artificial intelligence (AI) systems are increasingly deployed, principles for ethical AI are also proliferating. Certification offers a method to both incentivize adoption of these principles and substantiate that they have been implemented in practice. This paper draws from management literature on certification and reviews current AI certification programs and proposals. Successful programs rely on both emerging technical methods and specific design considerations. In order to avoid two common failures of certification, program designs should ensure that the symbol of the certification is substantially implemented in practice and that the program achieves its stated goals. The review indicates that the field currently focuses on self-certification and third-party certification of systems, individuals, and organizations - to the exclusion of process management certifications. Additionally, the paper considers prospects for future AI certification programs. Ongoing changes in AI technology suggest that AI certification regimes should be designed to emphasize governance criteria of enduring value, such as ethics training for AI developers, and to adjust technical criteria as the technology changes. Overall, certification can play a valuable mix in the portfolio of AI governance tools. ","AI Certification: Advancing Ethical Practice by Reducing Information
  Asymmetries"
8,1400253722073079808,2909643908,Dan Zhang,"['I wrote a paper with a few Google colleagues about FAST, a new technique to build new specialized ML hardware accelerators able to improve computer vision inference performance by up to 6x relative to TPU-v3!\n\n<LINK> (1/5)', 'FAST extends previous work by expanding the design exploration space to up to 10^2300, covering not just the hardware datapath, but also software scheduling and compiler decisions including padding and fusion. Fusion is key since it addresses memory bandwidth bottlenecks. (2/5)', 'Accelerating ML inference is important because fast ML inference latency/throughput is required to launch models in production at scale. If an application is sufficiently important and with enough volume, it can make sense to customize a chip for this purpose. (3/5)', 'A key benefit of the work is that our specialized accelerators can still run other ML workloads - just not as efficiently. Relative to building a chip that can only handle a single workload, this gives engineers the flexibility to still change the model in production. (4/5)', 'Finally, techniques like this are important because they can be used to accelerate the chip design process from years to potentially months. By increasing the workload set targeted by FAST, FAST can also be used to automatically design general-purpose ML accelerators. (5/5)', 'TLDR: we made specialized hardware chips that can do machine learning faster :)', ""@selynnasun Thanks! We're super excited about the work!""]",https://arxiv.org/abs/2105.12842,"The rapidly-changing deep learning landscape presents a unique opportunity for building inference accelerators optimized for specific datacenter-scale workloads. We propose Full-stack Accelerator Search Technique (FAST), a hardware accelerator search framework that defines a broad optimization environment covering key design decisions within the hardware-software stack, including hardware datapath, software scheduling, and compiler passes such as operation fusion and tensor padding. In this paper, we analyze bottlenecks in state-of-the-art vision and natural language processing (NLP) models, including EfficientNet and BERT, and use FAST to design accelerators capable of addressing these bottlenecks. FAST-generated accelerators optimized for single workloads improve Perf/TDP by 3.7x on average across all benchmarks compared to TPU-v3. A FAST-generated accelerator optimized for serving a suite of workloads improves Perf/TDP by 2.4x on average compared to TPU-v3. Our return on investment analysis shows that FAST-generated accelerators can potentially be practical for moderate-sized datacenter deployments. ","A Full-Stack Search Technique for Domain Optimized Deep Learning
  Accelerators"
9,1399938708804018178,1321933647021133824,Maïssa Salama,"['#PaperDay! After several years of work, from installing @robo_ao (on 2 diff telescopes!) &amp; adding a new IR SAPHIRA camera to long observing runs... my paper is finally finished &amp; accepted!! The first results of the LASSO survey can be found here: <LINK> 1/11 <LINK>', 'The goal of  LASSO (Large Adaptive optics Survey for Substellar Objects) is to detect wide-orbit (&gt;50 AU) substellar companions. These massive substellar companions generate many Qs about their formation mechanisms. High-mass end of planets? Low-mass end of stars? Both? New? 2/11', 'We directly imaged 427 young (&lt;300 Myrs), nearby (&lt;100 pc), low-mass (0.1-0.8 M_Sun) stars taken from the Cool Dwarf Catalog, cross-matched with GALEX to apply UV cuts to select for youth, and cross-matched with Gaia DR2 to select stars within 100 pc. 3/11 https://t.co/kjj2xXY0dv', 'We observed with @robo_ao, a robotic laser adaptive optics instrument, first on the 2.1-m telescope @KittPeakNatObs, then on the UH 2.2-m telescope @maunakeaobs. We installed a new SAPHIRA detector, an IR avalanche photodiode array &amp; simultaneously imaged in the visible &amp; IR 4/11 https://t.co/DAOBfN2pCw', 'Our sensitivity estimates, generated by injecting &amp; recovering fake companions. Sensitive to substellar masses for 50% of our observations in the 50-450 AU range. We also observed a set of Sco-Cen targets, more sensitive to substellar objects because of the younger ages 5/11 https://t.co/EfqArwyX7a', 'We detected 121 companion candidates: 62 are physically associated, 14 are background objects, 45 still require confirmation. 4 triple systems in hierarchical structures. 6/11 https://t.co/ylBJYmCmK7', 'To determine physical association, we searched for the companions in @ESAGaia DR2 for matching proper motion and parallax measurements with the primary star. 7/11 https://t.co/d3WNdapz1O', 'Having optical and IR images allowed us to do initial characterization of companion detections. Most are stellar. We are currently following-up the ones that are the faintest and reddest to determine if they are substellar. 2 previously reported 43MJup &amp; 81MJup also detected 8/11 https://t.co/N37vo35gXK', 'Astrometrically accelerating stars allow us to calculate companion dynamical masses &amp; orbital info. 34 of our observed stars were found in the HGCA catalog. The majority of those with companion detections had significant accelerations and correlated with separation. 9/11 https://t.co/mWGX174bq1', 'Summary: We directly imaged 427 young, nearby, low-mass stars w/ Robo-AO, detected 121 comp candidates: 62 physically associated, 14 background, 45 TBD. 4 triple systems, one 43 MJup BD, one 81 MJup, and 4-5 being followed-up with potential for being substellar if young. 10/11', 'Finally, none of this work would have been possible without the many people who contributed along the way. From my advisors @CBaranec &amp; Mike Liu to collaborators James Ou, @bpbowler, @astrozjzhang, the Robo-AO team &amp; SAPHIRA camera team. Thank you all! 11/11', '@SuchiNarayanan Aww thank you so much!!! And hopefully in person!!🤞']",https://arxiv.org/abs/2105.13364,"We present results from the Large Adaptive optics Survey for Substellar Objects (LASSO), where the goal is to directly image new substellar companions (<70 M$_{Jup}$) at wide orbital separations ($\gtrsim$50 AU) around young ($\lesssim$300 Myrs), nearby (<100 pc), low-mass ($\approx$0.1-0.8 M$_{\odot}$) stars. We report on 427 young stars imaged in the visible (i') and near-infrared (J or H) simultaneously with Robo-AO on the Kitt Peak 2.1-m telescope and later the Maunakea University of Hawaii 2.2-m telescope. To undertake the observations, we commissioned a new infrared camera for Robo-AO that uses a low-noise high-speed SAPHIRA avalanche photodiode detector. We detected 121 companion candidates around 111 stars, of which 62 companions are physically associated based on Gaia DR2 parallaxes and proper motions, another 45 require follow-up observations to confirm physical association, and 14 are background objects. The companion separations range from 2-1101 AU and reach contrast ratios of 7.7 magnitudes in the near infrared compared to the primary. The majority of confirmed and pending candidates are stellar companions, with ~5 being potentially substellar and requiring follow-up observations for confirmation. We also detected a 43$\pm$9 M$_{Jup}$ and an 81$\pm$5 M$_{Jup}$ companion that were previously reported. We found 34 of our targets have acceleration measurements detected using Hipparcos-Gaia proper motions. Of those, 58$^{+12}_{-14}$% of the 12 stars with imaged companion candidates have significant accelerations ($\chi^2 >11.8$), while only 23$^{+11}_{-6}$% of the remaining 22 stars with no detected companion have significant accelerations. The significance of the acceleration decreases with increasing companion separation. These young accelerating low-mass stars with companions will eventually yield dynamical masses with future orbit monitoring. ","Large Adaptive Optics Survey for Substellar Objects (LASSO) Around
  Young, Nearby, Low-mass Stars with Robo-AO"
