,TweetID,AuthorID,AuthorName,Tweets,arxiv_link,Abstract,Title
0,1415335214944071685,20916144,Cyrus Samii,"['A new paper with @DanaBurde @YeWang1576 &amp; Joel Middleton uses principal stratum methods to understand why a schooling intervention in Afghanistan that yielded exceptional initial effects yielded substantially smaller effects in a replication years later: <LINK>', 'Substantively, it offers evidence of ""negative selection on gains"" in education, similar to early ed studies in the US (as cited). Methodologically, it illustrates how to unpack and compare effects in situations where contextual conditions affect treatment use patterns.']",https://arxiv.org/abs/2106.15076,"This paper uses a ""principal strata"" approach to decompose treatment effects and interpret why a schooling intervention that yielded exceptional initial effects yielded substantially smaller effects in a replication years later. The specific application is a set of 2008 and 2015 replications of an intervention aiming to increase primary education for girls in rural Afghanistan. The intervention offers a new schooling option, and as such, its effects depend on how individuals use alternatives that already exist. The principal strata approach accounts variation in use patterns when comparing effects across the replications. Our findings show that even though the share of girls for whom the intervention would be valuable dropped considerably in 2015 as compared to 2008, the intervention was even more efficaciousness for those who continued to benefit from it. ","How to Account for Alternatives When Comparing Effects: Revisiting
  'Bringing Education to Afghan Girls'"
1,1413626275655159813,744256054465302532,Anurag Kumar,"['New Paper Out! We try to convert some state-of-the-art methods for speaker separation into online real time systems while trying to retain performance. We do this for both monoaural and binaural speech.  Paper <LINK>.  \nSpeech samples 🎧 - <LINK>', '#speech #speechseparation #speakerseparation']",https://arxiv.org/abs/2106.13493,"Deep neural networks have recently shown great success in the task of blind source separation, both under monaural and binaural settings. Although these methods were shown to produce high-quality separations, they were mainly applied under offline settings, in which the model has access to the full input signal while separating the signal. In this study, we convert a non-causal state-of-the-art separation model into a causal and real-time model and evaluate its performance under both online and offline settings. We compare the performance of the proposed model to several baseline methods under anechoic, noisy, and noisy-reverberant recording conditions while exploring both monaural and binaural inputs and outputs. Our findings shed light on the relative difference between causal and non-causal models when performing separation. Our stateful implementation for online separation leads to a minor drop in performance compared to the offline model; 0.8dB for monaural inputs and 0.3dB for binaural inputs while reaching a real-time factor of 0.65. Samples can be found under the following link: this https URL ",Online Self-Attentive Gated RNNs for Real-Time Speaker Separation
2,1413432101257367558,636899073,Dr Ella Peltonen,"['A new paper by @wiebketous, @aaronyiding, me, et al. shared in Arxiv: ""Design Considerations for Data Daemons: Co-creating Design Futures to Explore Ethical Personal Data Management"". Comments are welcome! #AIEthics #AI #Ethics #EthicalAI #data <LINK>']",https://arxiv.org/abs/2106.14975,"Mobile applications and online service providers track our virtual and physical behaviour more actively and with a broader scope than ever before. This has given rise to growing concerns about ethical personal data management. Even though regulation and awareness around data ethics are increasing, end-users are seldom engaged when defining and designing what a future with ethical personal data management should look like. We explore a participatory process that uses design futures, the Future workshop method and design fictions to envision ethical personal data management with end-users and designers. To engage participants effectively, we needed to bridge their differential expertise and make the abstract concepts of data and ethics tangible. By concretely presenting personal data management and control as fictitious entities called Data Daemons, we created a shared understanding of these abstract concepts, and empowered non-expert end-users and designers to become actively engaged in the design process. ","Design Considerations for Data Daemons: Co-creating Design Futures to
  Explore Ethical Personal Data Management"
3,1413168126309535746,2485541372,Becca Roelofs,"['1/ New paper: The Evolution of Out-of-Distribution Robustness Throughout Fine-Tuning <LINK>\n\nModels pre-trained on larger datasets exhibit effective robustness (ER) during fine-tuning, but ER vanishes at convergence.\n\nWith @AJAndreassen,@yasamanbb, @bneyshabur. <LINK>', '2/ On several robustness benchmarks,  there exists a clear linear relationship between a model’s final performance on ID and OOD data.\n\nModels that lie off the linear trend (effectively robust models) are historically extremely rare.', '3/ We identify an entire class of effectively robust models  (pre-trained image classification models in the middle of fine tuning), and we find that models that display ER are able to correctly classify 10% of the examples that a wide variety of models with no ER get incorrect. https://t.co/2v5LuWzuSh', '4/ We also found that training on difficult examples boosted ER on ImageNetV2, but reduced the ID accuracy on ImageNet. Understanding how, why, and when difficult examples contribute to robustness is a super interesting research direction!! https://t.co/5tPGTILTCf']",https://arxiv.org/abs/2106.15831,"Although machine learning models typically experience a drop in performance on out-of-distribution data, accuracies on in- versus out-of-distribution data are widely observed to follow a single linear trend when evaluated across a testbed of models. Models that are more accurate on the out-of-distribution data relative to this baseline exhibit ""effective robustness"" and are exceedingly rare. Identifying such models, and understanding their properties, is key to improving out-of-distribution performance. We conduct a thorough empirical investigation of effective robustness during fine-tuning and surprisingly find that models pre-trained on larger datasets exhibit effective robustness during training that vanishes at convergence. We study how properties of the data influence effective robustness, and we show that it increases with the larger size, more diversity, and higher example difficulty of the dataset. We also find that models that display effective robustness are able to correctly classify 10% of the examples that no other current testbed model gets correct. Finally, we discuss several strategies for scaling effective robustness to the high-accuracy regime to improve the out-of-distribution accuracy of state-of-the-art models. ",The Evolution of Out-of-Distribution Robustness Throughout Fine-Tuning
4,1413116956555812870,735418346896818176,Dr. Mona Sloane,"['📢 New paper out w/ @ruchowdh &amp; @MannyMoss: ""A Silicon Valley Love Triangle: Hiring Algorithms, Pseudo-Science, and the Quest for Auditability"" <LINK> -- &gt; we propose a matrix for interdisciplinary #audits and socio-technical assessments of #AI used in #hiring 🔎']",https://arxiv.org/abs/2106.12403,"In this paper, we suggest a systematic approach for developing socio-technical assessment for hiring ADS. We suggest using a matrix to expose underlying assumptions rooted in pseudoscientific essentialized understandings of human nature and capability, and to critically investigate emerging auditing standards and practices that fail to address these assumptions. ","A Silicon Valley Love Triangle: Hiring Algorithms, Pseudo-Science, and
  the Quest for Auditability"
5,1412857973706162176,101810581,Animesh Garg,"['New #RSS2021 paper on self-supervised affordance discovery!\n\nGIFT: Generalizable Interaction-aware Functional Tool Affordances without Labels\n\n<LINK>\n<LINK>\n\nw\\ D. Turpin, L. Wang, @StavrosTsogkas, @DickinsonSven\n\n@VectorInst @UofTRobotics <LINK>', ""When it comes to tools, ‘‘What can I do with this?’’ is the key question &amp; usually, the answer isn't unique.\nAffordance is both ecological (what task) &amp; morphological (who does it)\n\nManual supervision adds morphological bias. \nWhat a human can do may not be possible for a robot! https://t.co/59F0Tc9CHi"", 'GIFT discovers affordances from self-supervised goal-directed interaction that learns both a shape representation and a task policy. \n\nWe represent an action possibility (i.e., an affordance) as a tuple (task ID, grasp keypoint, interaction keypoint). https://t.co/jvSeVgHOjs', 'GIFT models share a task-independent object representation that captures object geometry and proposals for interaction modes. \n\nThe task-specific part focuses on searching over actions to complete the task. https://t.co/PIQHqAljsk', 'Our method was testing three different tasks: \nHammering, reaching, and hooking -- mainly because all three are completable with the same object under different modes of usage. \n\nHooking a thermos with tools from the holdout set. https://t.co/Ryrbkw9tTH', 'Constrained reaching with tools from the holdout set. To manipulate an object on the other side of a wall, the tool must fit through the hole and reach the target object. https://t.co/dseI9YvfzL', 'This question has been something we have been studying for a while now, including our previous RSS and IJRR works on Learning Task-Oriented Grasping for Tool Manipulation from Simulated Self-Supervision\n\nhttps://t.co/VELN7SOiW9 https://t.co/0aWZaDj5DD']",https://arxiv.org/abs/2106.14973,"Tool use requires reasoning about the fit between an object's affordances and the demands of a task. Visual affordance learning can benefit from goal-directed interaction experience, but current techniques rely on human labels or expert demonstrations to generate this data. In this paper, we describe a method that grounds affordances in physical interactions instead, thus removing the need for human labels or expert policies. We use an efficient sampling-based method to generate successful trajectories that provide contact data, which are then used to reveal affordance representations. Our framework, GIFT, operates in two phases: first, we discover visual affordances from goal-directed interaction with a set of procedurally generated tools; second, we train a model to predict new instances of the discovered affordances on novel tools in a self-supervised fashion. In our experiments, we show that GIFT can leverage a sparse keypoint representation to predict grasp and interaction points to accommodate multiple tasks, such as hooking, reaching, and hammering. GIFT outperforms baselines on all tasks and matches a human oracle on two of three tasks using novel tools. ","GIFT: Generalizable Interaction-aware Functional Tool Affordances
  without Labels"
6,1411070045271347202,247769594,Mahmoud Afifi,['We present a practical raw-2-raw mapping that requires *a small set* of paired images (+ unpaired set) for training. A new dataset of unpaired/paired images taken by two smartphones is available here: <LINK>\nPaper: <LINK>\nWork done with @aatao92 <LINK>'],https://arxiv.org/abs/2106.13883,"The raw-RGB colors of a camera sensor vary due to the spectral sensitivity differences across different sensor makes and models. This paper focuses on the task of mapping between different sensor raw-RGB color spaces. Prior work addressed this problem using a pairwise calibration to achieve accurate color mapping. Although being accurate, this approach is less practical as it requires: (1) capturing pair of images by both camera devices with a color calibration object placed in each new scene; (2) accurate image alignment or manual annotation of the color calibration object. This paper aims to tackle color mapping in the raw space through a more practical setup. Specifically, we present a semi-supervised raw-to-raw mapping method trained on a small set of paired images alongside an unpaired set of images captured by each camera device. Through extensive experiments, we show that our method achieves better results compared to other domain adaptation alternatives in addition to the single-calibration solution. We have generated a new dataset of raw images from two different smartphone cameras as part of this effort. Our dataset includes unpaired and paired sets for our semi-supervised training and evaluation. ",Semi-Supervised Raw-to-Raw Mapping
7,1410682915676213259,69020466,George King,"['🎉 🎉 New paper on arXiv today! 🎉 🎉\n\n""The near-UV transit of HD 189733b with the XMM-Newton Optical Monitor""\n\n<LINK>\n\nA thread! 🧵\n1/', 'Some background:\n\nHD 189733b is one of the best studied ""hot Jupiter"" planets (Jupiter-sized planets that only take a few days to orbit their star), and the closest one to Earth that transits its star (https://t.co/UmELoGXhLl has more about the transit method).\n\n2/', 'One of the best ways we have of investigating the atmospheres of exoplanets is to look at how the size of the transit dip changes with the wavelength you observe at. This is what we call transmission spectroscopy (learn more about it here: https://t.co/NA4L0qQhlD)\n\n3/', 'In visible light, HD 189733b has a strong increase in the transit depth towards bluer wavelengths, likely the result of aerosol particles high in the atmosphere. In the infrared, there is evidence of water vapour and carbon monoxide in its atmosphere.\n\n4/', 'In the far ultraviolet, the transit of HD 189733b is up to seven times deeper than in the visible in Lyman alpha - an important wavelength associated with hydrogen - and demonstrates some material is escaping its atmosphere.\n\n5/', ""HD 189733b's transit in the near ultraviolet has not previously been investigated, and this wavelength has only been used for planet transit observations in comparatively few systems so far.\n\n6/"", 'We observed 20 transits with XMM-Newton in the near ultraviolet.\n\n""But isn\'t XMM is an X-ray telescope?"" I hear you say...\n\nXMM also has a 30 cm telescope called the Optical Monitor, which can observe visible or near ultraviolet light simultaneously with its X-ray telescopes.\n\n7/', ""18 of our obs used the UVW2 filter (centred at 212 nm), 1 used UVM2 (231 nm), and 1 used UVW1 (291 nm, but the source ended up too bright for the camera). Here's our raw combined light curve for the 18 UVW2 transits. The shaded region is transit duration in visible light.\n\n8/ https://t.co/SQcSmsWA0M"", ""We fitted models to light curves to investigate the properties of our transits and the system in the near-UV. We removed out of transit trends in the data by also fitting a quadratic function to each individual observation's light curve along with this transit model.\n\n9/"", 'First we let the transit depth vary between obs, but found no significant variation in this depth across the 18 UVW2 transits. Here we plot how the ratio of planet and star size changes across the 18 obs. The solid line is the value measured in visible light (at 495 nm)\n\n10/ https://t.co/cbrP65xhaO', 'Given this result, we did another fit where we forced the transit depth to be the same across all 18 UVW2 filter observations. After removing the fitted out of transit trends, this is what the light curve looks like with the best fit model over the top in orange.\n\n11/ https://t.co/2ophoV6Ycp', 'We did a similar fitting process for the single UVM2 filter transit. Here is our final light curve in that filter. As it is a single observation it is a bit noisier than the previous light curve, but it still shows a clear transit detection.\n\n12/ https://t.co/4Cjjv6pLta', ""Plotting our two transit measurements together with measurements from visible light (reproduced from David Sing's 2016 paper), we see our transit depths are consistent.\n\n13/ https://t.co/tC1jIkEXSs"", ""The UVW2 point perhaps hints the strong gradient slope in visible light continues into the near-UV, but really we would need to reduce the size of our uncertainties to be say either way, and we can't rule out the slope in visible light flattening off instead.\n\n14/"", 'However, what we can be sure of is that in these observations using broadband (relatively wide wavelength range) filters, there is no evidence of a signature of escaping material in the near-ultraviolet. \n\n15/', 'BUT this could maybe be detected at specific wavelengths associated with iron or magnesium, if one observed near-UV transits with higher resolution spectra, as has been done for a couple of other planets.\n\n16/', ""There's much more detail in our paper! (linked again below). Check it out if you want to know more... feel free to ping me questions too!\n\nhttps://t.co/zznHR8lekJ\n\n17/17"", 'Thank you for your attention... we will now resume the regularly scheduled programming of politics and cricket :)\n\n18/17']",https://arxiv.org/abs/2106.16208,"We present analysis of XMM-Newton Optical Monitor observations in the near-ultraviolet of HD 189733, covering twenty primary transits of its hot Jupiter planet. The transit is clearly detected with both the UVW2 and UVM2 filters, and our fits to the data reveal transit depths in agreement with that observed optically. The measured depths correspond to radii of $1.059^{+0.046}_{-0.050}$ and $0.94^{+0.15}_{-0.17}$ times the optically-measured radius (1.187 R$_{\rm J}$ at 4950 \r{A}) in the UVW2 and UVM2 bandpasses, respectively. We also find no statistically significant variation in the transit depth across the 8 year baseline of the observations. We rule out extended broadband absorption towards or beyond the Roche lobe at the wavelengths investigated, although observations with higher spectral resolution are required to determine if absorption out to those distances from the planet is present in individual near-UV lines. ",The near-UV transit of HD 189733b with the XMM-Newton Optical Monitor
8,1410574795096399886,1249649498382532610,Lucile Ter-Minassian,['Check out our new paper on Explainable AI (@SGhalebikesabi @karlado @cholmesuk) where we introduce a new approach to SHAP which improves the local interpretability and the robustness to the construction of adversarial classifiers <LINK> #Stats #MachineLearning <LINK>'],https://arxiv.org/abs/2106.14648,"Shapley values provide model agnostic feature attributions for model outcome at a particular instance by simulating feature absence under a global population distribution. The use of a global population can lead to potentially misleading results when local model behaviour is of interest. Hence we consider the formulation of neighbourhood reference distributions that improve the local interpretability of Shapley values. By doing so, we find that the Nadaraya-Watson estimator, a well-studied kernel regressor, can be expressed as a self-normalised importance sampling estimator. Empirically, we observe that Neighbourhood Shapley values identify meaningful sparse feature relevance attributions that provide insight into local model behaviour, complimenting conventional Shapley analysis. They also increase on-manifold explainability and robustness to the construction of adversarial classifiers. ",On Locality of Local Explanation Models
9,1410404498238066689,64958481,Birhanu Eshete,"[""📢New 📰 📢\nGiven f(x)=y, you obtain  x'= x+δ (δ: feature-space perturbation). As a result, f(x')=y'≠y (f is fooled!).\nQ: is there correlation b/n δ and feature-based explanation of f(x') = y'?\nA: check our new SecureComm'21 paper 👇by @AbderrahmenAmi2\n<LINK>""]",https://arxiv.org/abs/2106.15820,"Machine Learning (ML) models are susceptible to evasion attacks. Evasion accuracy is typically assessed using aggregate evasion rate, and it is an open question whether aggregate evasion rate enables feature-level diagnosis on the effect of adversarial perturbations on evasive predictions. In this paper, we introduce a novel framework that harnesses explainable ML methods to guide high-fidelity assessment of ML evasion attacks. Our framework enables explanation-guided correlation analysis between pre-evasion perturbations and post-evasion explanations. Towards systematic assessment of ML evasion attacks, we propose and evaluate a novel suite of model-agnostic metrics for sample-level and dataset-level correlation analysis. Using malware and image classifiers, we conduct comprehensive evaluations across diverse model architectures and complementary feature representations. Our explanation-guided correlation analysis reveals correlation gaps between adversarial samples and the corresponding perturbations performed on them. Using a case study on explanation-guided evasion, we show the broader usage of our methodology for assessing robustness of ML models. ",Explanation-Guided Diagnosis of Machine Learning Evasion Attacks
